门类,专业类,专业名称,专业代码,开设院校,专业满意度,详情页,开设院校页,specId
医学,中药学类,藏药学,100803,查看,3.4,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385204,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385204,
医学,中药学类,蒙药学,100804,查看,4.4,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385224,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385224,
医学,中药学类,中药制药,100805,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/164242631,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=164242631,
医学,中药学类,中草药栽培与鉴定,100806,查看,3.5,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385200,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385200,
医学,法医学类,法医学,100901,查看,4.3,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385164,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385164,
医学,医学技术类,医学检验技术,101001,查看,4.3,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385084,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385084,
医学,医学技术类,医学实验技术,101002,-,3.8,,,
医学,医学技术类,医学影像技术,101003,查看,3.9,https://gaokao.chsi.com.cn/zyk/zybk/detail/433435892,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=433435892,
医学,医学技术类,眼视光学,101004,查看,4.1,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385092,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385092,
医学,医学技术类,康复治疗学,101005,查看,4.1,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385096,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385096,
医学,医学技术类,口腔医学技术,101006,-,4.0,,,
医学,医学技术类,卫生检验与检疫,101007,查看,3.8,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385056,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385056,
医学,医学技术类,听力与言语康复学,101008,-,3.7,,,
医学,医学技术类,康复物理治疗,101009,-,-,,,
医学,医学技术类,康复作业治疗,101010,-,-,,,
医学,医学技术类,智能医学工程,101011,-,4.2,,,
医学,医学技术类,生物医药数据科学,101012,-,-,,,
医学,医学技术类,智能影像工程,101013,-,-,,,
医学,医学技术类,医工学,101014,-,-,,,
医学,医学技术类,医疗器械与装备工程,101015,-,-,,,
医学,医学技术类,健康与医疗保障,101016,-,-,,,
医学,医学技术类,老年医学与健康,101017,-,-,,,
医学,护理学类,护理学,101101,查看,4.3,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385172,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385172,
医学,护理学类,助产学,101102,-,-,,,
管理学,管理科学与工程类,管理科学,120101,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385236,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385236,
管理学,管理科学与工程类,信息管理与信息系统,120102,查看,3.9,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385240,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385240,
管理学,管理科学与工程类,工程管理,120103,查看,4.3,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385248,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385248,
管理学,管理科学与工程类,房地产开发与管理,120104,查看,4.1,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385256,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385256,
管理学,管理科学与工程类,工程造价,120105,查看,4.3,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385252,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385252,
管理学,管理科学与工程类,保密管理,120106,-,3.1,,,
管理学,管理科学与工程类,邮政管理,120107,-,4.8,,,
管理学,管理科学与工程类,大数据管理与应用,120108,-,4.7,,,
管理学,管理科学与工程类,工程审计,120109,-,4.7,,,
管理学,管理科学与工程类,计算金融,120110,-,-,,,
管理学,管理科学与工程类,应急管理,120111,-,-,,,
管理学,工商管理类,工商管理,120201,查看,4.2,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385276,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385276,
管理学,工商管理类,市场营销,120202,查看,4.2,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385280,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385280,
管理学,工商管理类,会计学,120203,查看,4.4,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385284,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385284,
管理学,工商管理类,财务管理,120204,查看,4.4,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385288,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385288,
管理学,工商管理类,国际商务,120205,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385316,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385316,
管理学,工商管理类,人力资源管理,120206,查看,4.3,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385292,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385292,
管理学,工商管理类,审计学,120207,查看,4.4,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385304,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385304,
管理学,工商管理类,资产评估,120208,查看,4.3,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385332,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385332,
管理学,工商管理类,物业管理,120209,查看,4.1,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385320,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385320,
管理学,工商管理类,文化产业管理,120210,查看,3.8,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385388,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385388,
管理学,工商管理类,劳动关系,120211,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385404,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385404,
管理学,工商管理类,体育经济与管理,120212,-,3.8,,,
管理学,工商管理类,财务会计教育,120213,查看,4.1,https://gaokao.chsi.com.cn/zyk/zybk/detail/73383431,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73383431,
管理学,工商管理类,市场营销教育,120214,查看,4.2,https://gaokao.chsi.com.cn/zyk/zybk/detail/73383439,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73383439,
管理学,工商管理类,零售业管理,120215,-,-,,,
管理学,工商管理类,创业管理,120216,-,-,,,
管理学,工商管理类,海关稽查,120217,-,-,,,
管理学,工商管理类,内部审计,120218,-,-,,,
管理学,农业经济管理类,农林经济管理,120301,查看,3.9,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385432,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385432,
管理学,农业经济管理类,农村区域发展,120302,查看,3.7,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385436,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385436,
管理学,农业经济管理类,乡村治理,120303,-,-,,,
管理学,公共管理类,公共事业管理,120401,查看,3.7,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385360,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385360,
管理学,公共管理类,行政管理,120402,查看,4.1,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385356,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385356,
管理学,公共管理类,劳动与社会保障,120403,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385364,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385364,
管理学,公共管理类,土地资源管理,120404,查看,4.1,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385368,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385368,
管理学,公共管理类,城市管理,120405,查看,3.8,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385380,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385380,
管理学,公共管理类,海关管理,120406,查看,3.9,https://gaokao.chsi.com.cn/zyk/zybk/detail/213764508,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=213764508,
管理学,公共管理类,交通管理,120407,-,4.1,,,
管理学,公共管理类,海事管理,120408,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384652,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384652,
管理学,公共管理类,公共关系学,120409,查看,4.3,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385372,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385372,
管理学,公共管理类,健康服务与管理,120410,-,4.8,,,
管理学,公共管理类,海警后勤管理,120411,-,-,,,
管理学,公共管理类,医疗产品管理,120412,-,-,,,
管理学,公共管理类,医疗保险,120413,-,-,,,
管理学,公共管理类,养老服务管理,120414,-,-,,,
管理学,公共管理类,海关检验检疫安全,120415,-,-,,,
管理学,公共管理类,海外安全管理,120416,-,-,,,
管理学,公共管理类,自然资源登记与管理,120417,-,-,,,
管理学,公共管理类,慈善管理,120418,-,-,,,
管理学,公共管理类,航空安防管理,120419,-,-,,,
管理学,公共管理类,无障碍管理,120420,-,-,,,
管理学,公共管理类,人才发展与管理,120421,-,-,,,
管理学,图书情报与档案管理类,图书馆学,120501,查看,4.1,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385448,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385448,
管理学,图书情报与档案管理类,档案学,120502,查看,4.2,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385452,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385452,
管理学,图书情报与档案管理类,信息资源管理,120503,查看,3.6,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385456,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385456,
管理学,物流管理与工程类,物流管理,120601,查看,4.1,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385312,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385312,
管理学,物流管理与工程类,物流工程,120602,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384648,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384648,
管理学,物流管理与工程类,采购管理,120603,-,3.9,,,
管理学,物流管理与工程类,供应链管理,120604,-,4.9,,,
管理学,工业工程类,工业工程,120701,查看,4.2,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385244,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385244,
管理学,工业工程类,标准化工程,120702,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/213764500,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=213764500,
管理学,工业工程类,质量管理工程,120703,查看,4.2,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385260,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385260,
管理学,电子商务类,电子商务,120801,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385308,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385308,
管理学,电子商务类,电子商务及法律,120802,查看,4.2,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385336,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385336,
管理学,电子商务类,跨境电子商务,120803,-,4.9,,,
管理学,旅游管理类,旅游管理,120901,查看,3.9,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385296,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385296,
管理学,旅游管理类,酒店管理,120902,查看,3.7,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385344,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385344,
管理学,旅游管理类,会展经济与管理,120903,查看,3.8,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385392,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385392,
管理学,旅游管理类,旅游管理与服务教育,120904,查看,3.8,https://gaokao.chsi.com.cn/zyk/zybk/detail/73383419,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73383419,
管理学,旅游管理类,国际邮轮管理,120905,-,-,,,
艺术学,艺术学理论类,艺术史论,130101,-,3.7,,,
艺术学,艺术学理论类,艺术管理,130102,-,-,,,
艺术学,艺术学理论类,非物质文化遗产保护,130103,-,-,,,
艺术学,音乐与舞蹈学类,音乐表演,130201,查看,4.3,https://gaokao.chsi.com.cn/zyk/zybk/detail/73383635,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73383635,
艺术学,音乐与舞蹈学类,音乐学,130202,查看,4.3,https://gaokao.chsi.com.cn/zyk/zybk/detail/73383627,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73383627,
艺术学,音乐与舞蹈学类,作曲与作曲技术理论,130203,查看,4.5,https://gaokao.chsi.com.cn/zyk/zybk/detail/73383631,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73383631,
艺术学,音乐与舞蹈学类,舞蹈表演,130204,查看,4.4,https://gaokao.chsi.com.cn/zyk/zybk/detail/433435864,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=433435864,
艺术学,音乐与舞蹈学类,舞蹈学,130205,查看,4.4,https://gaokao.chsi.com.cn/zyk/zybk/detail/73383659,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73383659,
艺术学,音乐与舞蹈学类,舞蹈编导,130206,-,4.5,,,
艺术学,音乐与舞蹈学类,舞蹈教育,130207,-,-,,,
艺术学,音乐与舞蹈学类,航空服务艺术与管理,130208,-,4.6,,,
艺术学,音乐与舞蹈学类,流行音乐,130209,-,-,,,
艺术学,音乐与舞蹈学类,音乐治疗,130210,-,-,,,
艺术学,音乐与舞蹈学类,流行舞蹈,130211,-,-,,,
艺术学,音乐与舞蹈学类,音乐教育,130212,-,-,,,
艺术学,音乐与舞蹈学类,冰雪舞蹈表演,130213,-,-,,,
艺术学,音乐与舞蹈学类,舞蹈治疗,130214,-,-,,,
艺术学,音乐与舞蹈学类,音乐科技,130215,-,-,,,
艺术学,戏剧与影视学类,表演,130301,查看,4.2,https://gaokao.chsi.com.cn/zyk/zybk/detail/73383671,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73383671,
艺术学,戏剧与影视学类,戏剧学,130302,查看,4.7,https://gaokao.chsi.com.cn/zyk/zybk/detail/73383667,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73383667,
艺术学,戏剧与影视学类,电影学,130303,-,3.6,,,
艺术学,戏剧与影视学类,戏剧影视文学,130304,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/73383679,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73383679,
艺术学,戏剧与影视学类,广播电视编导,130305,查看,4.2,https://gaokao.chsi.com.cn/zyk/zybk/detail/73383703,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73383703,
艺术学,戏剧与影视学类,戏剧影视导演,130306,查看,3.9,https://gaokao.chsi.com.cn/zyk/zybk/detail/73383675,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73383675,
艺术学,戏剧与影视学类,戏剧影视美术设计,130307,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/73383683,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73383683,
艺术学,戏剧与影视学类,录音艺术,130308,查看,4.3,https://gaokao.chsi.com.cn/zyk/zybk/detail/73383691,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73383691,
艺术学,戏剧与影视学类,播音与主持艺术,130309,查看,4.3,https://gaokao.chsi.com.cn/zyk/zybk/detail/73383699,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73383699,
艺术学,戏剧与影视学类,动画,130310,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/73383695,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73383695,
艺术学,戏剧与影视学类,影视摄影与制作,130311,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/433435840,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=433435840,
艺术学,戏剧与影视学类,影视技术,130312,-,-,,,
艺术学,戏剧与影视学类,戏剧教育,130313,-,-,,,
艺术学,戏剧与影视学类,曲艺,130314,-,-,,,
艺术学,戏剧与影视学类,音乐剧,130315,-,-,,,
艺术学,戏剧与影视学类,数字戏剧,130316,-,-,,,
艺术学,戏剧与影视学类,数字演艺设计,130317,-,-,,,
艺术学,戏剧与影视学类,智能影像艺术,130318,-,-,,,
艺术学,美术学类,美术学,130401,查看,4.3,https://gaokao.chsi.com.cn/zyk/zybk/detail/73383647,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73383647,
艺术学,美术学类,绘画,130402,查看,4.1,https://gaokao.chsi.com.cn/zyk/zybk/detail/73383639,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73383639,
艺术学,美术学类,雕塑,130403,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/73383643,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73383643,
艺术学,美术学类,摄影,130404,查看,4.2,https://gaokao.chsi.com.cn/zyk/zybk/detail/73383687,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73383687,
艺术学,美术学类,书法学,130405,查看,4.4,https://gaokao.chsi.com.cn/zyk/zybk/detail/73383715,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73383715,
艺术学,美术学类,中国画,130406,查看,4.3,https://gaokao.chsi.com.cn/zyk/zybk/detail/164247441,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=164247441,
艺术学,美术学类,实验艺术,130407,-,-,,,
艺术学,美术学类,跨媒体艺术,130408,-,-,,,
艺术学,美术学类,文物保护与修复,130409,-,-,,,
艺术学,美术学类,漫画,130410,-,4.6,,,
艺术学,美术学类,纤维艺术,130411,-,-,,,
艺术学,美术学类,科技艺术,130412,-,-,,,
艺术学,美术学类,美术教育,130413,-,-,,,
艺术学,美术学类,虚拟空间艺术,130414,-,-,,,
艺术学,设计学类,艺术设计学,130501,查看,3.9,https://gaokao.chsi.com.cn/zyk/zybk/detail/73383651,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73383651,
艺术学,设计学类,视觉传达设计,130502,查看,4.1,https://gaokao.chsi.com.cn/zyk/zybk/detail/421209027,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=421209027,
艺术学,设计学类,环境设计,130503,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/421209023,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=421209023,
艺术学,设计学类,产品设计,130504,查看,3.9,https://gaokao.chsi.com.cn/zyk/zybk/detail/421209035,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=421209035,
艺术学,设计学类,服装与服饰设计,130505,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/421209031,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=421209031,
艺术学,设计学类,公共艺术,130506,查看,3.8,https://gaokao.chsi.com.cn/zyk/zybk/detail/164247445,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=164247445,
艺术学,设计学类,工艺美术,130507,查看,3.9,https://gaokao.chsi.com.cn/zyk/zybk/detail/73383415,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73383415,
艺术学,设计学类,数字媒体艺术,130508,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384404,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384404,
艺术学,设计学类,艺术与科技,130509,查看,3.9,https://gaokao.chsi.com.cn/zyk/zybk/detail/433435732,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=433435732,
艺术学,设计学类,陶瓷艺术设计,130510,-,4.6,,,
艺术学,设计学类,新媒体艺术,130511,-,5.0,,,
艺术学,设计学类,包装设计,130512,-,-,,,
艺术学,设计学类,珠宝首饰设计与工艺,130513,-,-,,,
艺术学,设计学类,人居设计,130514,-,-,,,
艺术学,设计学类,游戏艺术设计,130515,-,-,,,
